Timestamp,Mode,Data
12:39:39.084,RX,"Pressure values:"
12:39:39.085,RX,"1.16"
12:39:39.205,RX,"Pressure values:"
12:39:39.206,RX,"1.16"
12:39:39.324,RX,"Pressure values:"
12:39:39.326,RX,"1.06"
12:39:39.444,RX,"Pressure values:"
12:39:39.444,RX,"1.26"
12:39:39.564,RX,"Pressure values:"
12:39:39.565,RX,"0.96"
12:39:39.684,RX,"Pressure values:"
12:39:39.686,RX,"1.16"
12:39:39.805,RX,"Pressure values:"
12:39:39.807,RX,"0.86"
12:39:39.925,RX,"Pressure values:"
12:39:39.925,RX,"1.16"
12:39:40.044,RX,"Pressure values:"
12:39:40.045,RX,"1.06"
12:39:40.165,RX,"Pressure values:"
12:39:40.166,RX,"1.26"
12:39:40.284,RX,"Pressure values:"
12:39:40.286,RX,"1.16"
12:39:40.406,RX,"Pressure values:"
12:39:40.407,RX,"1.16"
12:39:40.525,RX,"Pressure values:"
12:39:40.526,RX,"1.06"
12:39:40.646,RX,"Pressure values:"
12:39:40.646,RX,"1.06"
12:39:40.765,RX,"Pressure values:"
12:39:40.765,RX,"1.26"
12:39:40.885,RX,"Pressure values:"
12:39:40.885,RX,"1.06"
12:39:41.005,RX,"Pressure values:"
12:39:41.005,RX,"1.26"
12:39:41.124,RX,"Pressure values:"
12:39:41.125,RX,"1.06"
12:39:41.245,RX,"Pressure values:"
12:39:41.245,RX,"1.26"
12:39:41.365,RX,"Pressure values:"
12:39:41.366,RX,"1.16"
12:39:41.484,RX,"Pressure values:"
12:39:41.485,RX,"1.26"
12:39:41.604,RX,"Pressure values:"
12:39:41.605,RX,"0.96"
12:39:41.724,RX,"Pressure values:"
12:39:41.726,RX,"1.06"
12:39:41.845,RX,"Pressure values:"
12:39:41.845,RX,"1.26"
12:39:41.964,RX,"Pressure values:"
12:39:41.966,RX,"1.16"
12:39:42.084,RX,"Pressure values:"
12:39:42.086,RX,"1.26"
12:39:42.172,TX,"q"
12:39:42.206,RX,"Pressure values:"
12:39:42.206,RX,"0.96"
12:39:46.022,TX,"b"
12:39:56.004,RX,"Pressure values:"
12:39:56.005,RX,"-0.04"
12:39:56.125,RX,"Pressure values:"
12:39:56.126,RX,"-0.24"
12:39:56.245,RX,"Pressure values:"
12:39:56.245,RX,"0.05"
12:39:56.365,RX,"Pressure values:"
12:39:56.366,RX,"0.15"
12:39:56.485,RX,"Pressure values:"
12:39:56.486,RX,"-0.24"
12:39:56.605,RX,"Pressure values:"
12:39:56.605,RX,"-0.14"
12:39:56.725,RX,"Pressure values:"
12:39:56.726,RX,"-0.24"
12:39:56.845,RX,"Pressure values:"
12:39:56.847,RX,"0.15"
12:39:56.965,RX,"Pressure values:"
12:39:56.965,RX,"0.05"
12:39:57.085,RX,"Pressure values:"
12:39:57.086,RX,"0.05"
12:39:57.205,RX,"Pressure values:"
12:39:57.206,RX,"-0.14"
12:39:57.325,RX,"Pressure values:"
12:39:57.325,RX,"-0.04"
12:39:57.445,RX,"Pressure values:"
12:39:57.446,RX,"-0.04"
12:39:57.565,RX,"Pressure values:"
12:39:57.565,RX,"-0.14"
12:39:57.685,RX,"Pressure values:"
12:39:57.685,RX,"-0.04"
12:39:57.805,RX,"Pressure values:"
12:39:57.806,RX,"-0.04"
12:39:57.925,RX,"Pressure values:"
12:39:57.925,RX,"-0.04"
12:39:58.045,RX,"Pressure values:"
12:39:58.045,RX,"0.05"
12:39:58.165,RX,"Pressure values:"
12:39:58.165,RX,"-0.04"
12:39:58.285,RX,"Pressure values:"
12:39:58.286,RX,"0.05"
12:39:58.405,RX,"Pressure values:"
12:39:58.405,RX,"-0.04"
12:39:58.525,RX,"Pressure values:"
12:39:58.525,RX,"0.15"
12:39:58.645,RX,"Pressure values:"
12:39:58.646,RX,"0.05"
12:39:58.765,RX,"Pressure values:"
12:39:58.765,RX,"0.15"
12:39:58.885,RX,"Pressure values:"
12:39:58.886,RX,"-0.04"
12:39:59.005,RX,"Pressure values:"
12:39:59.006,RX,"0.15"
12:39:59.124,RX,"Pressure values:"
12:39:59.129,RX,"0.05"
12:39:59.245,RX,"Pressure values:"
12:39:59.246,RX,"-0.24"
12:39:59.364,RX,"Pressure values:"
12:39:59.364,RX,"0.15"
12:39:59.485,RX,"Pressure values:"
12:39:59.485,RX,"-0.04"
12:39:59.605,RX,"Pressure values:"
12:39:59.606,RX,"0.05"
12:39:59.725,RX,"Pressure values:"
12:39:59.725,RX,"0.15"
12:39:59.844,RX,"Pressure values:"
12:39:59.845,RX,"0.05"
12:39:59.964,RX,"Pressure values:"
12:39:59.965,RX,"0.05"
12:40:00.085,RX,"Pressure values:"
12:40:00.085,RX,"0.15"
12:40:00.205,RX,"Pressure values:"
12:40:00.205,RX,"0.15"
12:40:00.325,RX,"Pressure values:"
12:40:00.326,RX,"-0.04"
12:40:00.414,RX,"Pressure values:"
12:40:00.444,RX,"-0.04"
12:40:00.534,RX,"Pressure values:"
12:40:00.564,RX,"0.15"
12:40:00.685,RX,"Pressure values:"
12:40:00.685,RX,"0.05"
12:40:00.805,RX,"Pressure values:"
12:40:00.806,RX,"0.05"
12:40:00.925,RX,"Pressure values:"
12:40:00.925,RX,"0.05"
12:40:01.045,RX,"Pressure values:"
12:40:01.046,RX,"0.05"
12:40:01.165,RX,"Pressure values:"
12:40:01.165,RX,"-0.04"
12:40:01.285,RX,"Pressure values:"
12:40:01.285,RX,"0.05"
12:40:01.405,RX,"Pressure values:"
12:40:01.406,RX,"0.25"
12:40:01.525,RX,"Pressure values:"
12:40:01.526,RX,"-0.04"
12:40:01.644,RX,"Pressure values:"
12:40:01.645,RX,"0.15"
12:40:01.764,RX,"Pressure values:"
12:40:01.766,RX,"0.15"
12:40:01.885,RX,"Pressure values:"
12:40:01.886,RX,"-0.14"
12:40:02.005,RX,"Pressure values:"
12:40:02.006,RX,"-0.04"
12:40:02.125,RX,"Pressure values:"
12:40:02.126,RX,"0.05"
12:40:02.245,RX,"Pressure values:"
12:40:02.246,RX,"0.05"
12:40:02.365,RX,"Pressure values:"
12:40:02.365,RX,"-0.04"
12:40:02.455,RX,"Pressure values:"
12:40:02.484,RX,"0.15"
12:40:02.575,RX,"Pressure values:"
12:40:02.604,RX,"0.05"
12:40:02.725,RX,"Pressure values:"
12:40:02.725,RX,"0.25"
12:40:02.845,RX,"Pressure values:"
12:40:02.846,RX,"-0.04"
12:40:02.965,RX,"Pressure values:"
12:40:02.965,RX,"0.25"
12:40:03.085,RX,"Pressure values:"
12:40:03.085,RX,"0.15"
12:40:03.205,RX,"Pressure values:"
12:40:03.205,RX,"0.15"
12:40:03.325,RX,"Pressure values:"
12:40:03.325,RX,"0.15"
12:40:03.445,RX,"Pressure values:"
12:40:03.445,RX,"-0.04"
12:40:03.565,RX,"Pressure values:"
12:40:03.565,RX,"-0.04"
12:40:03.685,RX,"Pressure values:"
12:40:03.686,RX,"0.05"
12:40:03.805,RX,"Pressure values:"
12:40:03.805,RX,"-0.04"
12:40:03.925,RX,"Pressure values:"
12:40:03.925,RX,"-0.14"
12:40:04.045,RX,"Pressure values:"
12:40:04.046,RX,"0.15"
12:40:04.165,RX,"Pressure values:"
12:40:04.165,RX,"-0.04"
12:40:04.285,RX,"Pressure values:"
12:40:04.286,RX,"-0.04"
12:40:04.405,RX,"Pressure values:"
12:40:04.405,RX,"0.15"
12:40:04.525,RX,"Pressure values:"
12:40:04.525,RX,"-0.04"
12:40:04.645,RX,"Pressure values:"
12:40:04.646,RX,"-0.04"
12:40:04.764,RX,"Pressure values:"
12:40:04.766,RX,"0.05"
12:40:04.884,RX,"Pressure values:"
12:40:04.885,RX,"-0.04"
12:40:05.005,RX,"Pressure values:"
12:40:05.005,RX,"-0.14"
12:40:05.125,RX,"Pressure values:"
12:40:05.126,RX,"0.25"
12:40:05.245,RX,"Pressure values:"
12:40:05.245,RX,"0.15"
12:40:05.365,RX,"Pressure values:"
12:40:05.366,RX,"-0.04"
12:40:05.485,RX,"Pressure values:"
12:40:05.486,RX,"0.15"
12:40:05.575,RX,"Pressure values:"
12:40:05.604,RX,"0.15"
12:40:05.695,RX,"Pressure values:"
12:40:05.724,RX,"-0.24"
12:40:05.845,RX,"Pressure values:"
12:40:05.845,RX,"0.15"
12:40:05.964,RX,"Pressure values:"
12:40:05.965,RX,"0.05"
12:40:06.085,RX,"Pressure values:"
12:40:06.086,RX,"0.25"
12:40:06.205,RX,"Pressure values:"
12:40:06.206,RX,"0.05"
12:40:06.325,RX,"Pressure values:"
12:40:06.325,RX,"0.15"
12:40:06.445,RX,"Pressure values:"
12:40:06.445,RX,"-0.04"
12:40:06.564,RX,"Pressure values:"
12:40:06.566,RX,"0.15"
12:40:06.685,RX,"Pressure values:"
12:40:06.686,RX,"0.15"
12:40:06.775,RX,"Pressure values:"
12:40:06.804,RX,"0.15"
12:40:06.924,RX,"Pressure values:"
12:40:06.926,RX,"-0.04"
12:40:07.046,RX,"Pressure values:"
12:40:07.046,RX,"0.05"
12:40:07.164,RX,"Pressure values:"
12:40:07.166,RX,"0.15"
12:40:07.284,RX,"Pressure values:"
12:40:07.285,RX,"0.05"
12:40:07.405,RX,"Pressure values:"
12:40:07.405,RX,"0.05"
12:40:07.525,RX,"Pressure values:"
12:40:07.526,RX,"0.15"
12:40:07.645,RX,"Pressure values:"
12:40:07.646,RX,"-0.14"
12:40:07.764,RX,"Pressure values:"
12:40:07.765,RX,"-0.04"
12:40:07.885,RX,"Pressure values:"
12:40:07.886,RX,"0.05"
12:40:08.005,RX,"Pressure values:"
12:40:08.006,RX,"0.05"
12:40:08.125,RX,"Pressure values:"
12:40:08.125,RX,"-0.04"
12:40:08.245,RX,"Pressure values:"
12:40:08.246,RX,"-0.04"
12:40:08.365,RX,"Pressure values:"
12:40:08.366,RX,"-0.04"
12:40:08.485,RX,"Pressure values:"
12:40:08.485,RX,"-0.14"
